time,open,high,low,close,volume
2025-09-10T19:40,6541.75,6548.0,6541.75,6545.25,6528.0
2025-09-10T20:40,6545.25,6546.25,6539.5,6545.0,4665.0
2025-09-10T21:40,6544.75,6547.75,6544.25,6546.75,4505.0
2025-09-10T22:40,6546.75,6547.5,6544.0,6545.5,3558.0
2025-09-10T23:40,6545.5,6547.0,6544.5,6546.5,1942.0
2025-09-11T00:40,6546.5,6547.25,6540.0,6540.25,3572.0
2025-09-11T01:40,6540.25,6542.75,6537.25,6542.25,3715.0
2025-09-11T02:40,6542.25,6549.0,6539.0,6546.5,5834.0
2025-09-11T03:40,6546.75,6549.0,6544.25,6546.5,8007.0
2025-09-11T04:40,6546.5,6551.25,6546.25,6548.25,7837.0
2025-09-11T05:40,6548.25,6549.25,6546.75,6547.25,3880.0
2025-09-11T06:40,6547.5,6553.25,6546.25,6551.75,6272.0
2025-09-11T07:40,6551.75,6554.25,6551.25,6553.5,7084.0
2025-09-11T08:40,6553.5,6562.25,6535.5,6549.0,54589.0
2025-09-11T09:40,6548.75,6562.25,6547.5,6554.5,113298.0
2025-09-11T10:40,6554.75,6586.0,6552.0,6585.75,224909.0
2025-09-11T11:40,6585.75,6595.0,6578.0,6587.0,160717.0
2025-09-11T12:40,6587.0,6593.75,6582.75,6588.75,90474.0
2025-09-11T13:40,6588.5,6592.0,6585.0,6591.25,78272.0
2025-09-11T14:40,6591.5,6593.0,6586.5,6591.5,79854.0
2025-09-11T15:40,6591.5,6598.25,6590.25,6594.75,98618.0
2025-09-11T16:40,6594.75,6600.0,6590.25,6591.5,155653.0
2025-09-11T18:40,6591.75,6596.25,6590.25,6591.25,11393.0
2025-09-11T19:40,6591.25,6594.75,6590.75,6593.5,2469.0
2025-09-11T20:40,6593.25,6594.25,6590.5,6591.75,4441.0
2025-09-11T21:40,6591.75,6592.75,6588.5,6588.75,4448.0
2025-09-11T22:40,6589.0,6590.0,6586.25,6589.25,5186.0
2025-09-11T23:40,6589.25,6590.5,6588.25,6589.25,2891.0
2025-09-12T00:40,6589.0,6593.5,6588.25,6592.5,2654.0
2025-09-12T01:40,6592.5,6593.75,6591.0,6593.5,3529.0
2025-09-12T02:40,6593.5,6594.25,6585.5,6585.75,7644.0
2025-09-12T03:40,6585.5,6591.25,6584.0,6584.75,10249.0
2025-09-12T04:40,6584.75,6587.25,6576.0,6582.25,14045.0
2025-09-12T05:40,6582.25,6584.5,6580.0,6584.25,6538.0
2025-09-12T06:40,6584.25,6585.75,6582.75,6585.5,5537.0
2025-09-12T07:40,6585.75,6588.5,6583.0,6587.75,8676.0
2025-09-12T08:40,6587.5,6589.75,6584.5,6587.5,20530.0
2025-09-12T09:40,6587.25,6593.25,6585.0,6588.0,81747.0
2025-09-12T10:40,6588.25,6595.75,6586.0,6591.75,131001.0
2025-09-12T11:40,6591.75,6598.75,6587.0,6588.5,108187.0
