time,open,high,low,close,volume
2025-09-12T11:00,6594.75,6598.75,6592.25,6593.75,31756.0
2025-09-12T11:15,6593.5,6596.25,6592.0,6593.0,26324.0
2025-09-12T11:30,6593.25,6593.75,6587.75,6590.75,28012.0
2025-09-12T11:45,6590.5,6591.5,6585.75,6587.75,22935.0
2025-09-12T12:00,6587.5,6590.75,6587.25,6589.0,20746.0
2025-09-12T12:15,6588.75,6593.75,6586.5,6592.5,20762.0
2025-09-12T12:30,6592.75,6595.25,6590.75,6594.25,16273.0
2025-09-12T12:45,6594.25,6594.5,6590.0,6593.75,17725.0
2025-09-12T13:00,6593.75,6595.75,6591.75,6592.0,17604.0
2025-09-12T13:15,6592.0,6595.5,6591.75,6594.5,13060.0
2025-09-12T13:30,6594.5,6596.5,6593.25,6594.0,13041.0
2025-09-12T13:45,6594.0,6597.25,6592.75,6597.0,16634.0
2025-09-12T14:00,6597.25,6598.5,6596.0,6596.5,16311.0
2025-09-12T14:15,6596.5,6598.25,6596.5,6598.0,11239.0
2025-09-12T14:30,6598.25,6602.75,6597.0,6601.25,20779.0
2025-09-12T14:45,6601.25,6602.75,6597.75,6600.25,22591.0
2025-09-12T15:00,6600.5,6606.0,6600.5,6603.0,26026.0
2025-09-12T15:15,6603.0,6603.5,6598.0,6599.25,23458.0
2025-09-12T15:30,6599.0,6600.25,6589.25,6591.25,44948.0
2025-09-12T15:45,6591.5,6593.5,6583.0,6592.25,51450.0
2025-09-12T16:00,6592.25,6597.0,6585.5,6587.25,142129.0
2025-09-12T16:15,6587.0,6589.0,6586.5,6588.0,9376.0
2025-09-12T16:30,6587.75,6589.25,6587.5,6589.25,3209.0
2025-09-12T16:45,6589.0,6590.0,6588.5,6589.0,3530.0
2025-09-14T18:00,6589.0,6590.75,6586.25,6587.25,3249.0
2025-09-14T18:15,6587.0,6592.5,6586.75,6591.5,899.0
2025-09-14T18:30,6591.25,6591.5,6590.25,6591.0,424.0
2025-09-14T18:45,6591.25,6592.5,6590.75,6591.75,305.0
2025-09-14T19:00,6591.75,6592.25,6591.0,6591.5,245.0
2025-09-14T19:15,6591.5,6591.75,6590.25,6590.75,295.0
2025-09-14T19:30,6590.5,6590.75,6587.25,6587.25,609.0
2025-09-14T19:45,6587.25,6588.5,6586.75,6588.25,517.0
2025-09-14T20:00,6588.25,6588.75,6587.0,6587.5,503.0
2025-09-14T20:15,6587.5,6588.75,6585.25,6587.25,997.0
2025-09-14T20:30,6587.75,6587.75,6585.25,6587.5,724.0
2025-09-14T20:45,6587.5,6587.75,6585.5,6587.5,588.0
2025-09-14T21:00,6587.5,6589.5,6586.75,6588.5,755.0
2025-09-14T21:15,6588.5,6590.0,6588.5,6589.5,392.0
2025-09-14T21:30,6589.5,6590.25,6588.75,6589.75,328.0
2025-09-14T21:45,6589.75,6591.5,6589.5,6591.0,508.0
